Date	Time	North Bound	South Bound	West Bound	East Bound	Location
Sun, Sep 1, 2013	07:00 AM			0	1	10th St Cycle Track
Sun, Sep 1, 2013	08:00 AM			5	3	10th St Cycle Track
Sun, Sep 1, 2013	09:00 AM			12	23	10th St Cycle Track
Sun, Sep 1, 2013	10:00 AM			36	23	10th St Cycle Track
Sun, Sep 1, 2013	11:00 AM			41	37	10th St Cycle Track
Sun, Sep 1, 2013	12:00 PM			52	44	10th St Cycle Track
Sun, Sep 1, 2013	01:00 PM			29	20	10th St Cycle Track
Sun, Sep 1, 2013	02:00 PM			16	16	10th St Cycle Track
Sun, Sep 1, 2013	03:00 PM			14	14	10th St Cycle Track
Sun, Sep 1, 2013	04:00 PM			7	9	10th St Cycle Track
Sun, Sep 1, 2013	05:00 PM			11	9	10th St Cycle Track
Sun, Sep 1, 2013	06:00 PM			12	9	10th St Cycle Track
Sun, Sep 1, 2013	07:00 PM			6	11	10th St Cycle Track
Sun, Sep 1, 2013	08:00 PM			4	8	10th St Cycle Track
Sun, Sep 1, 2013	09:00 PM			2	2	10th St Cycle Track
Sun, Sep 1, 2013	10:00 PM			2	1	10th St Cycle Track
Sun, Sep 1, 2013	11:00 PM			3	1	10th St Cycle Track
Mon, Sep 2, 2013	12:00 AM			1	0	10th St Cycle Track
Mon, Sep 2, 2013	01:00 AM			0	0	10th St Cycle Track
Mon, Sep 2, 2013	02:00 AM			0	0	10th St Cycle Track
Mon, Sep 2, 2013	03:00 AM			0	0	10th St Cycle Track
Mon, Sep 2, 2013	04:00 AM			0	0	10th St Cycle Track
Mon, Sep 2, 2013	05:00 AM			0	0	10th St Cycle Track
Mon, Sep 2, 2013	06:00 AM			1	0	10th St Cycle Track
Mon, Sep 2, 2013	07:00 AM			0	0	10th St Cycle Track
Mon, Sep 2, 2013	08:00 AM			2	0	10th St Cycle Track
Mon, Sep 2, 2013	09:00 AM			0	0	10th St Cycle Track
Mon, Sep 2, 2013	10:00 AM			1	1	10th St Cycle Track
Mon, Sep 2, 2013	11:00 AM			2	0	10th St Cycle Track
Mon, Sep 2, 2013	12:00 PM			7	4	10th St Cycle Track
Mon, Sep 2, 2013	01:00 PM			9	11	10th St Cycle Track
Mon, Sep 2, 2013	02:00 PM			22	15	10th St Cycle Track
Mon, Sep 2, 2013	03:00 PM			17	20	10th St Cycle Track
Mon, Sep 2, 2013	04:00 PM			28	26	10th St Cycle Track
Mon, Sep 2, 2013	05:00 PM			44	34	10th St Cycle Track
Mon, Sep 2, 2013	06:00 PM			29	40	10th St Cycle Track
Mon, Sep 2, 2013	07:00 PM			37	37	10th St Cycle Track
Mon, Sep 2, 2013	08:00 PM			12	18	10th St Cycle Track
Mon, Sep 2, 2013	09:00 PM			3	7	10th St Cycle Track
Mon, Sep 2, 2013	10:00 PM			1	0	10th St Cycle Track
Mon, Sep 2, 2013	11:00 PM			0	0	10th St Cycle Track
Tue, Sep 3, 2013	12:00 AM			0	0	10th St Cycle Track
Tue, Sep 3, 2013	01:00 AM			0	0	10th St Cycle Track
Tue, Sep 3, 2013	02:00 AM			0	0	10th St Cycle Track
Tue, Sep 3, 2013	03:00 AM			0	0	10th St Cycle Track
Tue, Sep 3, 2013	04:00 AM			0	0	10th St Cycle Track
Tue, Sep 3, 2013	05:00 AM			0	2	10th St Cycle Track
Tue, Sep 3, 2013	06:00 AM			0	1	10th St Cycle Track
Tue, Sep 3, 2013	07:00 AM			0	4	10th St Cycle Track
Tue, Sep 3, 2013	08:00 AM			2	8	10th St Cycle Track
Tue, Sep 3, 2013	09:00 AM			1	5	10th St Cycle Track
Tue, Sep 3, 2013	10:00 AM			1	3	10th St Cycle Track
Tue, Sep 3, 2013	11:00 AM			2	1	10th St Cycle Track
Tue, Sep 3, 2013	12:00 PM			1	13	10th St Cycle Track
Tue, Sep 3, 2013	01:00 PM			2	3	10th St Cycle Track
Tue, Sep 3, 2013	02:00 PM			2	7	10th St Cycle Track
Tue, Sep 3, 2013	03:00 PM			0	3	10th St Cycle Track
Tue, Sep 3, 2013	04:00 PM			2	8	10th St Cycle Track
Tue, Sep 3, 2013	05:00 PM			9	7	10th St Cycle Track
Tue, Sep 3, 2013	06:00 PM			8	17	10th St Cycle Track
Tue, Sep 3, 2013	07:00 PM			3	24	10th St Cycle Track
Tue, Sep 3, 2013	08:00 PM			2	8	10th St Cycle Track
Tue, Sep 3, 2013	09:00 PM			1	2	10th St Cycle Track
Tue, Sep 3, 2013	10:00 PM			0	0	10th St Cycle Track
Tue, Sep 3, 2013	11:00 PM			1	0	10th St Cycle Track
Wed, Sep 4, 2013	12:00 AM			0	1	10th St Cycle Track
Wed, Sep 4, 2013	01:00 AM			0	0	10th St Cycle Track
Wed, Sep 4, 2013	02:00 AM			0	0	10th St Cycle Track
Wed, Sep 4, 2013	03:00 AM			0	0	10th St Cycle Track
Wed, Sep 4, 2013	04:00 AM			0	0	10th St Cycle Track
Wed, Sep 4, 2013	05:00 AM			0	1	10th St Cycle Track
Wed, Sep 4, 2013	06:00 AM			1	0	10th St Cycle Track
Wed, Sep 4, 2013	07:00 AM			1	7	10th St Cycle Track
Wed, Sep 4, 2013	08:00 AM			2	4	10th St Cycle Track
Wed, Sep 4, 2013	09:00 AM			0	8	10th St Cycle Track
Wed, Sep 4, 2013	10:00 AM			2	5	10th St Cycle Track
Wed, Sep 4, 2013	11:00 AM			1	4	10th St Cycle Track
Wed, Sep 4, 2013	12:00 PM			4	2	10th St Cycle Track
Wed, Sep 4, 2013	01:00 PM			1	2	10th St Cycle Track
Wed, Sep 4, 2013	02:00 PM			2	4	10th St Cycle Track
Wed, Sep 4, 2013	03:00 PM			0	9	10th St Cycle Track
Wed, Sep 4, 2013	04:00 PM			9	10	10th St Cycle Track
Wed, Sep 4, 2013	05:00 PM			2	14	10th St Cycle Track
Wed, Sep 4, 2013	06:00 PM			7	23	10th St Cycle Track
Wed, Sep 4, 2013	07:00 PM			9	23	10th St Cycle Track
Wed, Sep 4, 2013	08:00 PM			6	29	10th St Cycle Track
Wed, Sep 4, 2013	09:00 PM			0	5	10th St Cycle Track
Wed, Sep 4, 2013	10:00 PM			3	1	10th St Cycle Track
Wed, Sep 4, 2013	11:00 PM			0	0	10th St Cycle Track
Thu, Sep 5, 2013	12:00 AM			0	1	10th St Cycle Track
Thu, Sep 5, 2013	01:00 AM			0	0	10th St Cycle Track
Thu, Sep 5, 2013	02:00 AM			0	0	10th St Cycle Track
Thu, Sep 5, 2013	03:00 AM			0	0	10th St Cycle Track
Thu, Sep 5, 2013	04:00 AM			0	1	10th St Cycle Track
Thu, Sep 5, 2013	05:00 AM			0	1	10th St Cycle Track
Thu, Sep 5, 2013	06:00 AM			0	1	10th St Cycle Track
Thu, Sep 5, 2013	07:00 AM			1	2	10th St Cycle Track
Thu, Sep 5, 2013	08:00 AM			3	6	10th St Cycle Track
Thu, Sep 5, 2013	09:00 AM			3	4	10th St Cycle Track
Thu, Sep 5, 2013	10:00 AM			8	5	10th St Cycle Track
Thu, Sep 5, 2013	11:00 AM			3	2	10th St Cycle Track
Thu, Sep 5, 2013	12:00 PM			4	8	10th St Cycle Track
Thu, Sep 5, 2013	01:00 PM			1	12	10th St Cycle Track
Thu, Sep 5, 2013	02:00 PM			1	8	10th St Cycle Track
Thu, Sep 5, 2013	03:00 PM			7	6	10th St Cycle Track
Thu, Sep 5, 2013	04:00 PM			0	9	10th St Cycle Track
Thu, Sep 5, 2013	05:00 PM			1	9	10th St Cycle Track
Thu, Sep 5, 2013	06:00 PM			10	27	10th St Cycle Track
Thu, Sep 5, 2013	07:00 PM			12	38	10th St Cycle Track
Thu, Sep 5, 2013	08:00 PM			10	20	10th St Cycle Track
Thu, Sep 5, 2013	09:00 PM			2	0	10th St Cycle Track
Thu, Sep 5, 2013	10:00 PM			1	2	10th St Cycle Track
Thu, Sep 5, 2013	11:00 PM			0	0	10th St Cycle Track
Fri, Sep 6, 2013	12:00 AM			0	2	10th St Cycle Track
Fri, Sep 6, 2013	01:00 AM			0	0	10th St Cycle Track
Fri, Sep 6, 2013	02:00 AM			0	0	10th St Cycle Track
Fri, Sep 6, 2013	03:00 AM			0	0	10th St Cycle Track
Fri, Sep 6, 2013	04:00 AM			0	0	10th St Cycle Track
Fri, Sep 6, 2013	05:00 AM			1	0	10th St Cycle Track
Fri, Sep 6, 2013	06:00 AM			1	1	10th St Cycle Track
Fri, Sep 6, 2013	07:00 AM			3	3	10th St Cycle Track
Fri, Sep 6, 2013	08:00 AM			8	8	10th St Cycle Track
Fri, Sep 6, 2013	09:00 AM			0	12	10th St Cycle Track
Fri, Sep 6, 2013	10:00 AM			5	15	10th St Cycle Track
Fri, Sep 6, 2013	11:00 AM			3	10	10th St Cycle Track
Fri, Sep 6, 2013	12:00 PM			0	3	10th St Cycle Track
Fri, Sep 6, 2013	01:00 PM			5	4	10th St Cycle Track
Fri, Sep 6, 2013	02:00 PM			2	8	10th St Cycle Track
Fri, Sep 6, 2013	03:00 PM			6	16	10th St Cycle Track
Fri, Sep 6, 2013	04:00 PM			1	4	10th St Cycle Track
Fri, Sep 6, 2013	05:00 PM			2	14	10th St Cycle Track
Fri, Sep 6, 2013	06:00 PM			3	32	10th St Cycle Track
Fri, Sep 6, 2013	07:00 PM			15	35	10th St Cycle Track
Fri, Sep 6, 2013	08:00 PM			4	15	10th St Cycle Track
Fri, Sep 6, 2013	09:00 PM			2	7	10th St Cycle Track
Fri, Sep 6, 2013	10:00 PM			4	2	10th St Cycle Track
Fri, Sep 6, 2013	11:00 PM			1	1	10th St Cycle Track
Sat, Sep 7, 2013	12:00 AM			0	5	10th St Cycle Track
Sat, Sep 7, 2013	01:00 AM			0	1	10th St Cycle Track
Sat, Sep 7, 2013	02:00 AM			0	0	10th St Cycle Track
Sat, Sep 7, 2013	03:00 AM			1	0	10th St Cycle Track
Sat, Sep 7, 2013	04:00 AM			0	1	10th St Cycle Track
Sat, Sep 7, 2013	05:00 AM			0	0	10th St Cycle Track
Sat, Sep 7, 2013	06:00 AM			0	2	10th St Cycle Track
Sat, Sep 7, 2013	07:00 AM			0	0	10th St Cycle Track
Sat, Sep 7, 2013	08:00 AM			6	13	10th St Cycle Track
Sat, Sep 7, 2013	09:00 AM			14	27	10th St Cycle Track
Sat, Sep 7, 2013	10:00 AM			16	30	10th St Cycle Track
Sat, Sep 7, 2013	11:00 AM			21	31	10th St Cycle Track
Sat, Sep 7, 2013	12:00 PM			20	28	10th St Cycle Track
Sat, Sep 7, 2013	01:00 PM			23	46	10th St Cycle Track
Sat, Sep 7, 2013	02:00 PM			12	38	10th St Cycle Track
Sat, Sep 7, 2013	03:00 PM			12	38	10th St Cycle Track
Sat, Sep 7, 2013	04:00 PM			12	36	10th St Cycle Track
Sat, Sep 7, 2013	05:00 PM			25	19	10th St Cycle Track
Sat, Sep 7, 2013	06:00 PM			18	23	10th St Cycle Track
Sat, Sep 7, 2013	07:00 PM			3	32	10th St Cycle Track
Sat, Sep 7, 2013	08:00 PM			12	23	10th St Cycle Track
Sat, Sep 7, 2013	09:00 PM			14	8	10th St Cycle Track
Sat, Sep 7, 2013	10:00 PM			6	9	10th St Cycle Track
Sat, Sep 7, 2013	11:00 PM			10	12	10th St Cycle Track
Sun, Sep 8, 2013	12:00 AM			0	4	10th St Cycle Track
Sun, Sep 8, 2013	01:00 AM			1	2	10th St Cycle Track
Sun, Sep 8, 2013	02:00 AM			0	0	10th St Cycle Track
Sun, Sep 8, 2013	03:00 AM			0	1	10th St Cycle Track
Sun, Sep 8, 2013	04:00 AM			0	0	10th St Cycle Track
Sun, Sep 8, 2013	05:00 AM			1	0	10th St Cycle Track
Sun, Sep 8, 2013	06:00 AM			0	0	10th St Cycle Track
Sun, Sep 8, 2013	07:00 AM			2	1	10th St Cycle Track
Sun, Sep 8, 2013	08:00 AM			10	6	10th St Cycle Track
Sun, Sep 8, 2013	09:00 AM			5	6	10th St Cycle Track
Sun, Sep 8, 2013	10:00 AM			16	14	10th St Cycle Track
Sun, Sep 8, 2013	11:00 AM			24	43	10th St Cycle Track
Sun, Sep 8, 2013	12:00 PM			20	30	10th St Cycle Track
Sun, Sep 8, 2013	01:00 PM			27	36	10th St Cycle Track
Sun, Sep 8, 2013	02:00 PM			46	23	10th St Cycle Track
Sun, Sep 8, 2013	03:00 PM			46	52	10th St Cycle Track
Sun, Sep 8, 2013	04:00 PM			29	58	10th St Cycle Track
Sun, Sep 8, 2013	05:00 PM			25	97	10th St Cycle Track
Sun, Sep 8, 2013	06:00 PM			25	79	10th St Cycle Track
Sun, Sep 8, 2013	07:00 PM			21	49	10th St Cycle Track
Sun, Sep 8, 2013	08:00 PM			7	8	10th St Cycle Track
Sun, Sep 8, 2013	09:00 PM			2	3	10th St Cycle Track
Sun, Sep 8, 2013	10:00 PM			1	0	10th St Cycle Track
Sun, Sep 8, 2013	11:00 PM			0	2	10th St Cycle Track
Mon, Sep 9, 2013	12:00 AM			0	0	10th St Cycle Track
Mon, Sep 9, 2013	01:00 AM			0	0	10th St Cycle Track
Mon, Sep 9, 2013	02:00 AM			0	0	10th St Cycle Track
Mon, Sep 9, 2013	03:00 AM			0	0	10th St Cycle Track
Mon, Sep 9, 2013	04:00 AM			0	0	10th St Cycle Track
Mon, Sep 9, 2013	05:00 AM			0	2	10th St Cycle Track
Mon, Sep 9, 2013	06:00 AM			1	2	10th St Cycle Track
Mon, Sep 9, 2013	07:00 AM			1	9	10th St Cycle Track
Mon, Sep 9, 2013	08:00 AM			4	3	10th St Cycle Track
Mon, Sep 9, 2013	09:00 AM			6	12	10th St Cycle Track
Mon, Sep 9, 2013	10:00 AM			4	7	10th St Cycle Track
Mon, Sep 9, 2013	11:00 AM			3	9	10th St Cycle Track
Mon, Sep 9, 2013	12:00 PM			0	10	10th St Cycle Track
Mon, Sep 9, 2013	01:00 PM			1	13	10th St Cycle Track
Mon, Sep 9, 2013	02:00 PM			6	7	10th St Cycle Track
Mon, Sep 9, 2013	03:00 PM			2	14	10th St Cycle Track
Mon, Sep 9, 2013	04:00 PM			0	9	10th St Cycle Track
Mon, Sep 9, 2013	05:00 PM			1	17	10th St Cycle Track
Mon, Sep 9, 2013	06:00 PM			4	28	10th St Cycle Track
Mon, Sep 9, 2013	07:00 PM			5	26	10th St Cycle Track
Mon, Sep 9, 2013	08:00 PM			4	12	10th St Cycle Track
Mon, Sep 9, 2013	09:00 PM			3	6	10th St Cycle Track
Mon, Sep 9, 2013	10:00 PM			1	3	10th St Cycle Track
Mon, Sep 9, 2013	11:00 PM			0	1	10th St Cycle Track
Tue, Sep 10, 2013	12:00 AM			0	1	10th St Cycle Track
Tue, Sep 10, 2013	01:00 AM			0	1	10th St Cycle Track
Tue, Sep 10, 2013	02:00 AM			0	0	10th St Cycle Track
Tue, Sep 10, 2013	03:00 AM			0	0	10th St Cycle Track
Tue, Sep 10, 2013	04:00 AM			0	0	10th St Cycle Track
Tue, Sep 10, 2013	05:00 AM			1	0	10th St Cycle Track
Tue, Sep 10, 2013	06:00 AM			1	1	10th St Cycle Track
Tue, Sep 10, 2013	07:00 AM			1	5	10th St Cycle Track
Tue, Sep 10, 2013	08:00 AM			9	12	10th St Cycle Track
Tue, Sep 10, 2013	09:00 AM			1	15	10th St Cycle Track
Tue, Sep 10, 2013	10:00 AM			0	6	10th St Cycle Track
Tue, Sep 10, 2013	11:00 AM			5	2	10th St Cycle Track
Tue, Sep 10, 2013	12:00 PM			4	12	10th St Cycle Track
Tue, Sep 10, 2013	01:00 PM			1	10	10th St Cycle Track
Tue, Sep 10, 2013	02:00 PM			0	6	10th St Cycle Track
Tue, Sep 10, 2013	03:00 PM			3	8	10th St Cycle Track
Tue, Sep 10, 2013	04:00 PM			1	9	10th St Cycle Track
Tue, Sep 10, 2013	05:00 PM			1	11	10th St Cycle Track
Tue, Sep 10, 2013	06:00 PM			8	42	10th St Cycle Track
Tue, Sep 10, 2013	07:00 PM			21	46	10th St Cycle Track
Tue, Sep 10, 2013	08:00 PM			4	16	10th St Cycle Track
Tue, Sep 10, 2013	09:00 PM			2	3	10th St Cycle Track
Tue, Sep 10, 2013	10:00 PM			3	5	10th St Cycle Track
Tue, Sep 10, 2013	11:00 PM			0	1	10th St Cycle Track
Wed, Sep 11, 2013	12:00 AM			0	1	10th St Cycle Track
Wed, Sep 11, 2013	01:00 AM			0	0	10th St Cycle Track
Wed, Sep 11, 2013	02:00 AM			0	1	10th St Cycle Track
Wed, Sep 11, 2013	03:00 AM			0	0	10th St Cycle Track
Wed, Sep 11, 2013	04:00 AM			0	0	10th St Cycle Track
Wed, Sep 11, 2013	05:00 AM			0	2	10th St Cycle Track
Wed, Sep 11, 2013	06:00 AM			1	1	10th St Cycle Track
Wed, Sep 11, 2013	07:00 AM			3	4	10th St Cycle Track
Wed, Sep 11, 2013	08:00 AM			3	10	10th St Cycle Track
Wed, Sep 11, 2013	09:00 AM			14	13	10th St Cycle Track
Wed, May 1, 2013	12:00 AM	1	0			BeltLine Irwin
Wed, May 1, 2013	01:00 AM	2	0			BeltLine Irwin
Wed, May 1, 2013	02:00 AM	0	0			BeltLine Irwin
Wed, May 1, 2013	03:00 AM	0	0			BeltLine Irwin
Wed, May 1, 2013	04:00 AM	0	0			BeltLine Irwin
Wed, May 1, 2013	05:00 AM	0	0			BeltLine Irwin
Wed, May 1, 2013	06:00 AM	0	1			BeltLine Irwin
Wed, May 1, 2013	07:00 AM	1	4			BeltLine Irwin
Wed, May 1, 2013	08:00 AM	9	14			BeltLine Irwin
Wed, May 1, 2013	09:00 AM	11	16			BeltLine Irwin
Wed, May 1, 2013	10:00 AM	9	20			BeltLine Irwin
Wed, May 1, 2013	11:00 AM	9	9			BeltLine Irwin
Wed, May 1, 2013	12:00 PM	7	12			BeltLine Irwin
Wed, May 1, 2013	01:00 PM	7	12			BeltLine Irwin
Wed, May 1, 2013	02:00 PM	12	26			BeltLine Irwin
Wed, May 1, 2013	03:00 PM	12	19			BeltLine Irwin
Wed, May 1, 2013	04:00 PM	26	25			BeltLine Irwin
Wed, May 1, 2013	05:00 PM	45	17			BeltLine Irwin
Wed, May 1, 2013	06:00 PM	24	26			BeltLine Irwin
Wed, May 1, 2013	07:00 PM	10	25			BeltLine Irwin
Wed, May 1, 2013	08:00 PM	22	23			BeltLine Irwin
Wed, May 1, 2013	09:00 PM	10	8			BeltLine Irwin
Wed, May 1, 2013	10:00 PM	3	3			BeltLine Irwin
Wed, May 1, 2013	11:00 PM	0	0			BeltLine Irwin
Thu, May 2, 2013	12:00 AM	0	0			BeltLine Irwin
Thu, May 2, 2013	01:00 AM	1	1			BeltLine Irwin
Thu, May 2, 2013	02:00 AM	1	1			BeltLine Irwin
Thu, May 2, 2013	03:00 AM	0	0			BeltLine Irwin
Thu, May 2, 2013	04:00 AM	0	1			BeltLine Irwin
Thu, May 2, 2013	05:00 AM	0	0			BeltLine Irwin
Thu, May 2, 2013	06:00 AM	0	0			BeltLine Irwin
Thu, May 2, 2013	07:00 AM	2	0			BeltLine Irwin
Thu, May 2, 2013	08:00 AM	1	1			BeltLine Irwin
Thu, May 2, 2013	09:00 AM	0	0			BeltLine Irwin
Thu, May 2, 2013	10:00 AM	2	0			BeltLine Irwin
Thu, May 2, 2013	11:00 AM	1	1			BeltLine Irwin
Thu, May 2, 2013	12:00 PM	2	0			BeltLine Irwin
Thu, May 2, 2013	01:00 PM	5	0			BeltLine Irwin
Thu, May 2, 2013	02:00 PM	0	0			BeltLine Irwin
Thu, May 2, 2013	03:00 PM	10	3			BeltLine Irwin
Thu, May 2, 2013	04:00 PM	9	0			BeltLine Irwin
Thu, May 2, 2013	05:00 PM	18	4			BeltLine Irwin
Thu, May 2, 2013	06:00 PM	18	1			BeltLine Irwin
Thu, May 2, 2013	07:00 PM	9	3			BeltLine Irwin
Thu, May 2, 2013	08:00 PM	3	3			BeltLine Irwin
Thu, May 2, 2013	09:00 PM	2	0			BeltLine Irwin
Thu, May 2, 2013	10:00 PM	0	1			BeltLine Irwin
Thu, May 2, 2013	11:00 PM	0	0			BeltLine Irwin
Fri, May 3, 2013	12:00 AM	2	0			BeltLine Irwin
Fri, May 3, 2013	01:00 AM	0	0			BeltLine Irwin
Fri, May 3, 2013	02:00 AM	0	0			BeltLine Irwin
Fri, May 3, 2013	03:00 AM	0	0			BeltLine Irwin
Fri, May 3, 2013	04:00 AM	0	0			BeltLine Irwin
Fri, May 3, 2013	05:00 AM	0	0			BeltLine Irwin
Fri, May 3, 2013	06:00 AM	1	0			BeltLine Irwin
Fri, May 3, 2013	07:00 AM	1	0			BeltLine Irwin
Fri, May 3, 2013	08:00 AM	3	1			BeltLine Irwin
Fri, May 3, 2013	09:00 AM	4	1			BeltLine Irwin
Fri, May 3, 2013	10:00 AM	6	0			BeltLine Irwin
Fri, May 3, 2013	11:00 AM	0	1			BeltLine Irwin
Fri, May 3, 2013	12:00 PM	2	0			BeltLine Irwin
Fri, May 3, 2013	01:00 PM	4	2			BeltLine Irwin
Fri, May 3, 2013	02:00 PM	10	0			BeltLine Irwin
Fri, May 3, 2013	03:00 PM	11	1			BeltLine Irwin
Fri, May 3, 2013	04:00 PM	4	1			BeltLine Irwin
Fri, May 3, 2013	05:00 PM	5	1			BeltLine Irwin
Fri, May 3, 2013	06:00 PM	12	3			BeltLine Irwin
Fri, May 3, 2013	07:00 PM	5	0			BeltLine Irwin
Fri, May 3, 2013	08:00 PM	1	2			BeltLine Irwin
Fri, May 3, 2013	09:00 PM	2	0			BeltLine Irwin
Fri, May 3, 2013	10:00 PM	0	0			BeltLine Irwin
Fri, May 3, 2013	11:00 PM	0	0			BeltLine Irwin
Sat, May 4, 2013	12:00 AM	0	0			BeltLine Irwin
Sat, May 4, 2013	01:00 AM	0	0			BeltLine Irwin
Sat, May 4, 2013	02:00 AM	0	0			BeltLine Irwin
Sat, May 4, 2013	03:00 AM	0	0			BeltLine Irwin
Sat, May 4, 2013	04:00 AM	0	0			BeltLine Irwin
Sat, May 4, 2013	05:00 AM	0	0			BeltLine Irwin
Sat, May 4, 2013	06:00 AM	0	0			BeltLine Irwin
Sat, May 4, 2013	07:00 AM	0	0			BeltLine Irwin
Sat, May 4, 2013	08:00 AM	0	0			BeltLine Irwin
Sat, May 4, 2013	09:00 AM	0	0			BeltLine Irwin
Sat, May 4, 2013	10:00 AM	10	3			BeltLine Irwin
Sat, May 4, 2013	11:00 AM	0	0			BeltLine Irwin
Sat, May 4, 2013	12:00 PM	0	0			BeltLine Irwin
Sat, May 4, 2013	01:00 PM	0	0			BeltLine Irwin
Sat, May 4, 2013	02:00 PM	0	0			BeltLine Irwin
Sat, May 4, 2013	03:00 PM	0	0			BeltLine Irwin
Sat, May 4, 2013	04:00 PM	1	0			BeltLine Irwin
Sat, May 4, 2013	05:00 PM	3	1			BeltLine Irwin
Sat, May 4, 2013	06:00 PM	0	0			BeltLine Irwin
Sat, May 4, 2013	07:00 PM	0	0			BeltLine Irwin
Sat, May 4, 2013	08:00 PM	0	0			BeltLine Irwin
Sat, May 4, 2013	09:00 PM	0	0			BeltLine Irwin
Sat, May 4, 2013	10:00 PM	0	0			BeltLine Irwin
Sat, May 4, 2013	11:00 PM	1	0			BeltLine Irwin
Sun, May 5, 2013	12:00 AM	0	0			BeltLine Irwin
Sun, May 5, 2013	01:00 AM	0	0			BeltLine Irwin
Sun, May 5, 2013	02:00 AM	0	0			BeltLine Irwin
Sun, May 5, 2013	03:00 AM	0	0			BeltLine Irwin
Sun, May 5, 2013	04:00 AM	0	0			BeltLine Irwin
Sun, May 5, 2013	05:00 AM	0	0			BeltLine Irwin
Sun, May 5, 2013	06:00 AM	0	0			BeltLine Irwin
Sun, May 5, 2013	07:00 AM	0	0			BeltLine Irwin
Sun, May 5, 2013	08:00 AM	1	1			BeltLine Irwin
Sun, May 5, 2013	09:00 AM	0	1			BeltLine Irwin
Sun, May 5, 2013	10:00 AM	7	2			BeltLine Irwin
Sun, May 5, 2013	11:00 AM	15	4			BeltLine Irwin
Sun, May 5, 2013	12:00 PM	17	4			BeltLine Irwin
Sun, May 5, 2013	01:00 PM	24	8			BeltLine Irwin
Sun, May 5, 2013	02:00 PM	61	10			BeltLine Irwin
Sun, May 5, 2013	03:00 PM	40	15			BeltLine Irwin
Sun, May 5, 2013	04:00 PM	20	8			BeltLine Irwin
Sun, May 5, 2013	05:00 PM	20	7			BeltLine Irwin
Sun, May 5, 2013	06:00 PM	3	1			BeltLine Irwin
Sun, May 5, 2013	07:00 PM	0	1			BeltLine Irwin
Sun, May 5, 2013	08:00 PM	0	0			BeltLine Irwin
Sun, May 5, 2013	09:00 PM	0	0			BeltLine Irwin
Sun, May 5, 2013	10:00 PM	0	0			BeltLine Irwin
Sun, May 5, 2013	11:00 PM	0	0			BeltLine Irwin
Mon, May 6, 2013	12:00 AM	0	0			BeltLine Irwin
Mon, May 6, 2013	01:00 AM	0	0			BeltLine Irwin
Mon, May 6, 2013	02:00 AM	0	0			BeltLine Irwin
Mon, May 6, 2013	03:00 AM	0	0			BeltLine Irwin
Mon, May 6, 2013	04:00 AM	0	0			BeltLine Irwin
Mon, May 6, 2013	05:00 AM	0	0			BeltLine Irwin
Mon, May 6, 2013	06:00 AM	0	0			BeltLine Irwin
Mon, May 6, 2013	07:00 AM	0	0			BeltLine Irwin
Mon, May 6, 2013	08:00 AM	0	1			BeltLine Irwin
Mon, May 6, 2013	09:00 AM	2	0			BeltLine Irwin
Mon, May 6, 2013	10:00 AM	2	0			BeltLine Irwin
Mon, May 6, 2013	11:00 AM	2	0			BeltLine Irwin
Mon, May 6, 2013	12:00 PM	0	0			BeltLine Irwin
Mon, May 6, 2013	01:00 PM	2	0			BeltLine Irwin
Mon, May 6, 2013	02:00 PM	1	0			BeltLine Irwin
Mon, May 6, 2013	03:00 PM	4	6			BeltLine Irwin
Mon, May 6, 2013	04:00 PM	2	2			BeltLine Irwin
Mon, May 6, 2013	05:00 PM	0	0			BeltLine Irwin
Mon, May 6, 2013	06:00 PM	4	1			BeltLine Irwin
Mon, May 6, 2013	07:00 PM	1	1			BeltLine Irwin
Mon, May 6, 2013	08:00 PM	0	1			BeltLine Irwin
Mon, May 6, 2013	09:00 PM	2	0			BeltLine Irwin
Mon, May 6, 2013	10:00 PM	0	0			BeltLine Irwin
Mon, May 6, 2013	11:00 PM	0	0			BeltLine Irwin
Tue, May 7, 2013	12:00 AM	0	0			BeltLine Irwin
Tue, May 7, 2013	01:00 AM	0	0			BeltLine Irwin
Tue, May 7, 2013	02:00 AM	0	0			BeltLine Irwin
Tue, May 7, 2013	03:00 AM	0	0			BeltLine Irwin
Tue, May 7, 2013	04:00 AM	0	0			BeltLine Irwin
Tue, May 7, 2013	05:00 AM	0	0			BeltLine Irwin
Tue, May 7, 2013	06:00 AM	0	0			BeltLine Irwin
Tue, May 7, 2013	07:00 AM	2	0			BeltLine Irwin
Tue, May 7, 2013	08:00 AM	0	2			BeltLine Irwin
Tue, May 7, 2013	09:00 AM	1	1			BeltLine Irwin
Fri, Apr 26, 2013	11:00 PM	0	0			BeltLine Monroe
Sat, Apr 27, 2013	12:00 AM	0	0			BeltLine Monroe
Sat, Apr 27, 2013	01:00 AM	0	0			BeltLine Monroe
Sat, Apr 27, 2013	02:00 AM	0	0			BeltLine Monroe
Sat, Apr 27, 2013	03:00 AM	0	0			BeltLine Monroe
Sat, Apr 27, 2013	04:00 AM	0	0			BeltLine Monroe
Sat, Apr 27, 2013	05:00 AM	0	0			BeltLine Monroe
Sat, Apr 27, 2013	06:00 AM	1	0			BeltLine Monroe
Sat, Apr 27, 2013	07:00 AM	0	0			BeltLine Monroe
Sat, Apr 27, 2013	08:00 AM	0	2			BeltLine Monroe
