Date	Time	North Bound	South Bound	West Bound	East Bound	Location
Sat, Apr 27, 2013	09:00 AM	0	0			BeltLine Monroe
Sat, Apr 27, 2013	10:00 AM	4	2			BeltLine Monroe
Sat, Apr 27, 2013	11:00 AM	1	1			BeltLine Monroe
Sat, Apr 27, 2013	12:00 PM	3	0			BeltLine Monroe
Sat, Apr 27, 2013	01:00 PM	7	1			BeltLine Monroe
Sat, Apr 27, 2013	02:00 PM	2	3			BeltLine Monroe
Sat, Apr 27, 2013	03:00 PM	1	3			BeltLine Monroe
Sat, Apr 27, 2013	04:00 PM	1	1			BeltLine Monroe
Sat, Apr 27, 2013	05:00 PM	0	1			BeltLine Monroe
Sat, Apr 27, 2013	06:00 PM	3	5			BeltLine Monroe
Sat, Apr 27, 2013	07:00 PM	0	8			BeltLine Monroe
Sat, Apr 27, 2013	08:00 PM	6	2			BeltLine Monroe
Sat, Apr 27, 2013	09:00 PM	1	1			BeltLine Monroe
Sat, Apr 27, 2013	10:00 PM	0	0			BeltLine Monroe
Sat, Apr 27, 2013	11:00 PM	0	0			BeltLine Monroe
Sun, Apr 28, 2013	12:00 AM	0	0			BeltLine Monroe
Sun, Apr 28, 2013	01:00 AM	0	0			BeltLine Monroe
Sun, Apr 28, 2013	02:00 AM	0	0			BeltLine Monroe
Sun, Apr 28, 2013	03:00 AM	0	0			BeltLine Monroe
Sun, Apr 28, 2013	04:00 AM	0	0			BeltLine Monroe
Sun, Apr 28, 2013	05:00 AM	0	0			BeltLine Monroe
Sun, Apr 28, 2013	06:00 AM	0	0			BeltLine Monroe
Sun, Apr 28, 2013	07:00 AM	0	0			BeltLine Monroe
Sun, Apr 28, 2013	08:00 AM	0	0			BeltLine Monroe
Sun, Apr 28, 2013	09:00 AM	0	0			BeltLine Monroe
Sun, Apr 28, 2013	10:00 AM	0	0			BeltLine Monroe
Sun, Apr 28, 2013	11:00 AM	1	0			BeltLine Monroe
Sun, Apr 28, 2013	12:00 PM	0	0			BeltLine Monroe
Sun, Apr 28, 2013	01:00 PM	1	1			BeltLine Monroe
Sun, Apr 28, 2013	02:00 PM	0	0			BeltLine Monroe
Sun, Apr 28, 2013	03:00 PM	0	0			BeltLine Monroe
Sun, Apr 28, 2013	04:00 PM	0	0			BeltLine Monroe
Sun, Apr 28, 2013	05:00 PM	0	0			BeltLine Monroe
Sun, Apr 28, 2013	06:00 PM	0	0			BeltLine Monroe
Sun, Apr 28, 2013	07:00 PM	0	0			BeltLine Monroe
Sun, Apr 28, 2013	08:00 PM	0	0			BeltLine Monroe
Sun, Apr 28, 2013	09:00 PM	0	0			BeltLine Monroe
Sun, Apr 28, 2013	10:00 PM	0	0			BeltLine Monroe
Sun, Apr 28, 2013	11:00 PM	0	0			BeltLine Monroe
Mon, Apr 29, 2013	12:00 AM	0	0			BeltLine Monroe
Mon, Apr 29, 2013	01:00 AM	0	0			BeltLine Monroe
Mon, Apr 29, 2013	02:00 AM	0	0			BeltLine Monroe
Mon, Apr 29, 2013	03:00 AM	0	0			BeltLine Monroe
Mon, Apr 29, 2013	04:00 AM	0	0			BeltLine Monroe
Mon, Apr 29, 2013	05:00 AM	0	0			BeltLine Monroe
Mon, Apr 29, 2013	06:00 AM	0	0			BeltLine Monroe
Mon, Apr 29, 2013	07:00 AM	0	0			BeltLine Monroe
Mon, Apr 29, 2013	08:00 AM	1	0			BeltLine Monroe
Mon, Apr 29, 2013	09:00 AM	0	2			BeltLine Monroe
Mon, Apr 29, 2013	10:00 AM	0	0			BeltLine Monroe
Mon, Apr 29, 2013	11:00 AM	0	0			BeltLine Monroe
Mon, Apr 29, 2013	12:00 PM	2	1			BeltLine Monroe
Mon, Apr 29, 2013	01:00 PM	0	0			BeltLine Monroe
Mon, Apr 29, 2013	02:00 PM	3	1			BeltLine Monroe
Mon, Apr 29, 2013	03:00 PM	1	1			BeltLine Monroe
Mon, Apr 29, 2013	04:00 PM	3	1			BeltLine Monroe
Mon, Apr 29, 2013	05:00 PM	5	0			BeltLine Monroe
Mon, Apr 29, 2013	06:00 PM	4	0			BeltLine Monroe
Mon, Apr 29, 2013	07:00 PM	6	1			BeltLine Monroe
Mon, Apr 29, 2013	08:00 PM	0	1			BeltLine Monroe
Mon, Apr 29, 2013	09:00 PM	0	0			BeltLine Monroe
Mon, Apr 29, 2013	10:00 PM	0	1			BeltLine Monroe
Mon, Apr 29, 2013	11:00 PM	0	0			BeltLine Monroe
Tue, Apr 30, 2013	12:00 AM	0	0			BeltLine Monroe
Tue, Apr 30, 2013	01:00 AM	0	0			BeltLine Monroe
Tue, Apr 30, 2013	02:00 AM	0	0			BeltLine Monroe
Tue, Apr 30, 2013	03:00 AM	0	0			BeltLine Monroe
Tue, Apr 30, 2013	04:00 AM	0	0			BeltLine Monroe
Tue, Apr 30, 2013	05:00 AM	0	0			BeltLine Monroe
Tue, Apr 30, 2013	06:00 AM	0	0			BeltLine Monroe
Tue, Apr 30, 2013	07:00 AM	0	1			BeltLine Monroe
Tue, Apr 30, 2013	08:00 AM	1	1			BeltLine Monroe
Tue, Apr 30, 2013	09:00 AM	0	0			BeltLine Monroe
Tue, Apr 30, 2013	10:00 AM	2	4			BeltLine Monroe
Tue, Apr 30, 2013	11:00 AM	6	6			BeltLine Monroe
Tue, Apr 30, 2013	12:00 PM	5	2			BeltLine Monroe
Tue, Apr 30, 2013	01:00 PM	13	1			BeltLine Monroe
Tue, Apr 30, 2013	02:00 PM	7	9			BeltLine Monroe
Tue, Apr 30, 2013	03:00 PM	7	4			BeltLine Monroe
Tue, Apr 30, 2013	04:00 PM	5	6			BeltLine Monroe
Tue, Apr 30, 2013	05:00 PM	15	9			BeltLine Monroe
Tue, Apr 30, 2013	06:00 PM	27	26			BeltLine Monroe
Tue, Apr 30, 2013	07:00 PM	16	12			BeltLine Monroe
Tue, Apr 30, 2013	08:00 PM	4	1			BeltLine Monroe
Tue, Apr 30, 2013	09:00 PM	2	3			BeltLine Monroe
Tue, Apr 30, 2013	10:00 PM	0	0			BeltLine Monroe
Tue, Apr 30, 2013	11:00 PM	2	0			BeltLine Monroe
Wed, May 1, 2013	12:00 AM	0	0			BeltLine Monroe
Wed, May 1, 2013	01:00 AM	2	0			BeltLine Monroe
Wed, May 1, 2013	02:00 AM	0	0			BeltLine Monroe
Wed, May 1, 2013	03:00 AM	0	0			BeltLine Monroe
Wed, May 1, 2013	04:00 AM	0	0			BeltLine Monroe
Wed, May 1, 2013	05:00 AM	0	0			BeltLine Monroe
Wed, May 1, 2013	06:00 AM	0	1			BeltLine Monroe
Wed, May 1, 2013	07:00 AM	1	0			BeltLine Monroe
Wed, May 1, 2013	08:00 AM	0	0			BeltLine Monroe
Wed, May 1, 2013	09:00 AM	5	4			BeltLine Monroe
Wed, May 1, 2013	10:00 AM	1	4			BeltLine Monroe
Wed, May 1, 2013	11:00 AM	4	2			BeltLine Monroe
Wed, May 1, 2013	12:00 PM	0	4			BeltLine Monroe
Wed, May 1, 2013	01:00 PM	1	3			BeltLine Monroe
Wed, May 1, 2013	02:00 PM	3	3			BeltLine Monroe
Wed, May 1, 2013	03:00 PM	5	4			BeltLine Monroe
Wed, May 1, 2013	04:00 PM	1	6			BeltLine Monroe
Wed, May 1, 2013	05:00 PM	5	3			BeltLine Monroe
Wed, May 1, 2013	06:00 PM	3	4			BeltLine Monroe
Wed, May 1, 2013	07:00 PM	6	6			BeltLine Monroe
Wed, May 1, 2013	08:00 PM	2	3			BeltLine Monroe
Wed, May 1, 2013	09:00 PM	0	0			BeltLine Monroe
Wed, May 1, 2013	10:00 PM	2	0			BeltLine Monroe
Wed, May 1, 2013	11:00 PM	1	0			BeltLine Monroe
Thu, May 2, 2013	12:00 AM	0	0			BeltLine Monroe
Thu, May 2, 2013	01:00 AM	0	1			BeltLine Monroe
Thu, May 2, 2013	02:00 AM	7	1			BeltLine Monroe
Thu, May 2, 2013	03:00 AM	3	3			BeltLine Monroe
Thu, May 2, 2013	04:00 AM	0	0			BeltLine Monroe
Thu, May 2, 2013	05:00 AM	0	0			BeltLine Monroe
Thu, May 2, 2013	06:00 AM	3	0			BeltLine Monroe
Thu, May 2, 2013	07:00 AM	2	3			BeltLine Monroe
Thu, May 2, 2013	08:00 AM	1	5			BeltLine Monroe
Thu, May 2, 2013	09:00 AM	4	19			BeltLine Monroe
Thu, May 2, 2013	10:00 AM	3	0			BeltLine Monroe
Thu, May 2, 2013	11:00 AM	1	9			BeltLine Monroe
Thu, May 2, 2013	12:00 PM	4	4			BeltLine Monroe
Thu, May 2, 2013	01:00 PM	5	6			BeltLine Monroe
Thu, May 2, 2013	02:00 PM	6	1			BeltLine Monroe
Thu, May 2, 2013	03:00 PM	6	1			BeltLine Monroe
Thu, May 2, 2013	04:00 PM	6	6			BeltLine Monroe
Thu, May 2, 2013	05:00 PM	3	4			BeltLine Monroe
Thu, May 2, 2013	06:00 PM	17	8			BeltLine Monroe
Thu, May 2, 2013	07:00 PM	8	3			BeltLine Monroe
Thu, May 2, 2013	08:00 PM	2	5			BeltLine Monroe
Thu, May 2, 2013	09:00 PM	0	0			BeltLine Monroe
Thu, May 2, 2013	10:00 PM	3	0			BeltLine Monroe
Thu, May 2, 2013	11:00 PM	2	0			BeltLine Monroe
Fri, May 3, 2013	12:00 AM	0	0			BeltLine Monroe
Fri, May 3, 2013	01:00 AM	0	0			BeltLine Monroe
Fri, May 3, 2013	02:00 AM	0	0			BeltLine Monroe
Fri, May 3, 2013	03:00 AM	0	0			BeltLine Monroe
Fri, May 3, 2013	04:00 AM	0	0			BeltLine Monroe
Fri, May 3, 2013	05:00 AM	0	0			BeltLine Monroe
Fri, May 3, 2013	06:00 AM	0	0			BeltLine Monroe
Fri, May 3, 2013	07:00 AM	0	0			BeltLine Monroe
Fri, May 3, 2013	08:00 AM	4	6			BeltLine Monroe
Fri, May 3, 2013	09:00 AM	4	3			BeltLine Monroe
Fri, May 3, 2013	10:00 AM	3	7			BeltLine Monroe
Fri, May 3, 2013	11:00 AM	5	2			BeltLine Monroe
Fri, May 3, 2013	12:00 PM	10	3			BeltLine Monroe
Fri, May 3, 2013	01:00 PM	3	2			BeltLine Monroe
Fri, May 3, 2013	02:00 PM	10	4			BeltLine Monroe
Fri, May 3, 2013	03:00 PM	0	2			BeltLine Monroe
Fri, May 3, 2013	04:00 PM	0	2			BeltLine Monroe
Fri, May 3, 2013	05:00 PM	0	2			BeltLine Monroe
Fri, May 3, 2013	06:00 PM	4	7			BeltLine Monroe
Fri, May 3, 2013	07:00 PM	3	1			BeltLine Monroe
Fri, May 3, 2013	08:00 PM	3	3			BeltLine Monroe
Fri, May 3, 2013	09:00 PM	6	3			BeltLine Monroe
Fri, May 3, 2013	10:00 PM	1	1			BeltLine Monroe
Fri, May 3, 2013	11:00 PM	7	8			BeltLine Monroe
Sat, May 4, 2013	12:00 AM	0	0			BeltLine Monroe
Sat, May 4, 2013	01:00 AM	0	0			BeltLine Monroe
Sat, May 4, 2013	02:00 AM	1	0			BeltLine Monroe
Sat, May 4, 2013	03:00 AM	0	0			BeltLine Monroe
Sat, May 4, 2013	04:00 AM	0	0			BeltLine Monroe
Sat, May 4, 2013	05:00 AM	0	0			BeltLine Monroe
Sat, May 4, 2013	06:00 AM	0	0			BeltLine Monroe
Sat, May 4, 2013	07:00 AM	0	0			BeltLine Monroe
Sat, May 4, 2013	08:00 AM	0	0			BeltLine Monroe
Sat, May 4, 2013	09:00 AM	0	0			BeltLine Monroe
Sat, May 4, 2013	10:00 AM	3	2			BeltLine Monroe
Sat, May 4, 2013	11:00 AM	10	11			BeltLine Monroe
Sat, May 4, 2013	12:00 PM	0	4			BeltLine Monroe
Sat, May 4, 2013	01:00 PM	0	1			BeltLine Monroe
Sat, May 4, 2013	02:00 PM	0	0			BeltLine Monroe
Sat, May 4, 2013	03:00 PM	2	1			BeltLine Monroe
Sat, May 4, 2013	04:00 PM	0	0			BeltLine Monroe
Sat, May 4, 2013	05:00 PM	0	0			BeltLine Monroe
Sat, May 4, 2013	06:00 PM	0	0			BeltLine Monroe
Sat, May 4, 2013	07:00 PM	0	2			BeltLine Monroe
Sat, May 4, 2013	08:00 PM	0	4			BeltLine Monroe
Sat, May 4, 2013	09:00 PM	0	0			BeltLine Monroe
Sat, May 4, 2013	10:00 PM	1	0			BeltLine Monroe
Sat, May 4, 2013	11:00 PM	0	0			BeltLine Monroe
Sun, May 5, 2013	12:00 AM	0	0			BeltLine Monroe
Sun, May 5, 2013	01:00 AM	0	0			BeltLine Monroe
Sun, May 5, 2013	02:00 AM	0	0			BeltLine Monroe
Sun, May 5, 2013	03:00 AM	0	0			BeltLine Monroe
Sun, May 5, 2013	04:00 AM	0	0			BeltLine Monroe
Sun, May 5, 2013	05:00 AM	0	0			BeltLine Monroe
Sun, May 5, 2013	06:00 AM	0	0			BeltLine Monroe
Sun, May 5, 2013	07:00 AM	0	0			BeltLine Monroe
Sun, May 5, 2013	08:00 AM	2	2			BeltLine Monroe
Sun, May 5, 2013	09:00 AM	3	5			BeltLine Monroe
Sun, May 5, 2013	10:00 AM	6	5			BeltLine Monroe
Sun, May 5, 2013	11:00 AM	9	10			BeltLine Monroe
Sun, May 5, 2013	12:00 PM	23	20			BeltLine Monroe
Sun, May 5, 2013	01:00 PM	27	23			BeltLine Monroe
Sun, May 5, 2013	02:00 PM	30	52			BeltLine Monroe
Sun, May 5, 2013	03:00 PM	11	9			BeltLine Monroe
Sun, May 5, 2013	04:00 PM	15	11			BeltLine Monroe
Sun, May 5, 2013	05:00 PM	2	3			BeltLine Monroe
Sun, May 5, 2013	06:00 PM	1	0			BeltLine Monroe
Sun, May 5, 2013	07:00 PM	0	1			BeltLine Monroe
Sun, May 5, 2013	08:00 PM	0	0			BeltLine Monroe
Sun, May 5, 2013	09:00 PM	0	0			BeltLine Monroe
Sun, May 5, 2013	10:00 PM	0	0			BeltLine Monroe
Sun, May 5, 2013	11:00 PM	0	0			BeltLine Monroe
Mon, May 6, 2013	12:00 AM	0	0			BeltLine Monroe
Mon, May 6, 2013	01:00 AM	1	0			BeltLine Monroe
Mon, May 6, 2013	02:00 AM	0	0			BeltLine Monroe
Mon, May 6, 2013	03:00 AM	0	0			BeltLine Monroe
Mon, May 6, 2013	04:00 AM	0	0			BeltLine Monroe
Mon, May 6, 2013	05:00 AM	0	0			BeltLine Monroe
Mon, May 6, 2013	06:00 AM	0	0			BeltLine Monroe
Mon, May 6, 2013	07:00 AM	0	0			BeltLine Monroe
Mon, May 6, 2013	08:00 AM	0	0			BeltLine Monroe
Mon, May 6, 2013	09:00 AM	0	0			BeltLine Monroe
Mon, May 6, 2013	10:00 AM	0	0			BeltLine Monroe
Mon, May 6, 2013	11:00 AM	1	1			BeltLine Monroe
Mon, May 6, 2013	12:00 PM	0	0			BeltLine Monroe
Mon, May 6, 2013	01:00 PM	0	0			BeltLine Monroe
Mon, May 6, 2013	02:00 PM	0	2			BeltLine Monroe
Mon, May 6, 2013	03:00 PM	0	0			BeltLine Monroe
Mon, May 6, 2013	04:00 PM	2	0			BeltLine Monroe
Mon, May 6, 2013	05:00 PM	0	0			BeltLine Monroe
Mon, May 6, 2013	06:00 PM	0	0			BeltLine Monroe
Mon, May 6, 2013	07:00 PM	1	1			BeltLine Monroe
Mon, May 6, 2013	08:00 PM	2	0			BeltLine Monroe
Mon, May 6, 2013	09:00 PM	0	1			BeltLine Monroe
Mon, May 6, 2013	10:00 PM	0	0			BeltLine Monroe
Mon, May 6, 2013	11:00 PM	0	0			BeltLine Monroe
Tue, May 7, 2013	12:00 AM	0	0			BeltLine Monroe
Tue, May 7, 2013	01:00 AM	0	0			BeltLine Monroe
Tue, May 7, 2013	02:00 AM	0	0			BeltLine Monroe
Tue, May 7, 2013	03:00 AM	0	0			BeltLine Monroe
Tue, May 7, 2013	04:00 AM	0	0			BeltLine Monroe
Tue, May 7, 2013	05:00 AM	0	0			BeltLine Monroe
Tue, May 7, 2013	06:00 AM	0	0			BeltLine Monroe
Tue, May 7, 2013	07:00 AM	1	0			BeltLine Monroe
Tue, May 7, 2013	08:00 AM	0	0			BeltLine Monroe
Tue, May 7, 2013	09:00 AM	0	1			BeltLine Monroe
Fri, Apr 26, 2013	08:00 PM	1	0			BeltLine Ralph McGill
Fri, Apr 26, 2013	09:00 PM	0	0			BeltLine Ralph McGill
Fri, Apr 26, 2013	10:00 PM	0	0			BeltLine Ralph McGill
Fri, Apr 26, 2013	11:00 PM	0	0			BeltLine Ralph McGill
Sat, Apr 27, 2013	12:00 AM	0	0			BeltLine Ralph McGill
Sat, Apr 27, 2013	01:00 AM	0	0			BeltLine Ralph McGill
Sat, Apr 27, 2013	02:00 AM	0	0			BeltLine Ralph McGill
Sat, Apr 27, 2013	03:00 AM	0	0			BeltLine Ralph McGill
Sat, Apr 27, 2013	04:00 AM	0	0			BeltLine Ralph McGill
Sat, Apr 27, 2013	05:00 AM	0	0			BeltLine Ralph McGill
Sat, Apr 27, 2013	06:00 AM	0	0			BeltLine Ralph McGill
Sat, Apr 27, 2013	07:00 AM	0	0			BeltLine Ralph McGill
Sat, Apr 27, 2013	08:00 AM	0	0			BeltLine Ralph McGill
Sat, Apr 27, 2013	09:00 AM	2	0			BeltLine Ralph McGill
Sat, Apr 27, 2013	10:00 AM	1	1			BeltLine Ralph McGill
Sat, Apr 27, 2013	11:00 AM	0	0			BeltLine Ralph McGill
Sat, Apr 27, 2013	12:00 PM	2	2			BeltLine Ralph McGill
Sat, Apr 27, 2013	01:00 PM	1	1			BeltLine Ralph McGill
Sat, Apr 27, 2013	02:00 PM	1	0			BeltLine Ralph McGill
Sat, Apr 27, 2013	03:00 PM	0	0			BeltLine Ralph McGill
Sat, Apr 27, 2013	04:00 PM	0	0			BeltLine Ralph McGill
Sat, Apr 27, 2013	05:00 PM	0	0			BeltLine Ralph McGill
Sat, Apr 27, 2013	06:00 PM	0	0			BeltLine Ralph McGill
Sat, Apr 27, 2013	07:00 PM	0	0			BeltLine Ralph McGill
Sat, Apr 27, 2013	08:00 PM	0	0			BeltLine Ralph McGill
Sat, Apr 27, 2013	09:00 PM	0	0			BeltLine Ralph McGill
Sat, Apr 27, 2013	10:00 PM	0	0			BeltLine Ralph McGill
Sat, Apr 27, 2013	11:00 PM	0	0			BeltLine Ralph McGill
Sun, Apr 28, 2013	12:00 AM	0	0			BeltLine Ralph McGill
Sun, Apr 28, 2013	01:00 AM	0	0			BeltLine Ralph McGill
Sun, Apr 28, 2013	02:00 AM	0	0			BeltLine Ralph McGill
Sun, Apr 28, 2013	03:00 AM	0	0			BeltLine Ralph McGill
Sun, Apr 28, 2013	04:00 AM	0	0			BeltLine Ralph McGill
Sun, Apr 28, 2013	05:00 AM	0	0			BeltLine Ralph McGill
Sun, Apr 28, 2013	06:00 AM	0	0			BeltLine Ralph McGill
Sun, Apr 28, 2013	07:00 AM	0	0			BeltLine Ralph McGill
Sun, Apr 28, 2013	08:00 AM	0	0			BeltLine Ralph McGill
Sun, Apr 28, 2013	09:00 AM	0	0			BeltLine Ralph McGill
Sun, Apr 28, 2013	10:00 AM	0	0			BeltLine Ralph McGill
Sun, Apr 28, 2013	11:00 AM	0	0			BeltLine Ralph McGill
Sun, Apr 28, 2013	12:00 PM	0	0			BeltLine Ralph McGill
Sun, Apr 28, 2013	01:00 PM	0	0			BeltLine Ralph McGill
Sun, Apr 28, 2013	02:00 PM	0	0			BeltLine Ralph McGill
Sun, Apr 28, 2013	03:00 PM	0	0			BeltLine Ralph McGill
Sun, Apr 28, 2013	04:00 PM	0	0			BeltLine Ralph McGill
Sun, Apr 28, 2013	05:00 PM	0	0			BeltLine Ralph McGill
Sun, Apr 28, 2013	06:00 PM	0	0			BeltLine Ralph McGill
Sun, Apr 28, 2013	07:00 PM	0	0			BeltLine Ralph McGill
Sun, Apr 28, 2013	08:00 PM	0	0			BeltLine Ralph McGill
Sun, Apr 28, 2013	09:00 PM	0	0			BeltLine Ralph McGill
Sun, Apr 28, 2013	10:00 PM	0	0			BeltLine Ralph McGill
Sun, Apr 28, 2013	11:00 PM	0	0			BeltLine Ralph McGill
Mon, Apr 29, 2013	12:00 AM	0	0			BeltLine Ralph McGill
Mon, Apr 29, 2013	01:00 AM	0	0			BeltLine Ralph McGill
Mon, Apr 29, 2013	02:00 AM	0	0			BeltLine Ralph McGill
Mon, Apr 29, 2013	03:00 AM	0	0			BeltLine Ralph McGill
Mon, Apr 29, 2013	04:00 AM	0	0			BeltLine Ralph McGill
Mon, Apr 29, 2013	05:00 AM	0	0			BeltLine Ralph McGill
Mon, Apr 29, 2013	06:00 AM	0	0			BeltLine Ralph McGill
Mon, Apr 29, 2013	07:00 AM	0	0			BeltLine Ralph McGill
Mon, Apr 29, 2013	08:00 AM	0	0			BeltLine Ralph McGill
Mon, Apr 29, 2013	09:00 AM	0	0			BeltLine Ralph McGill
Mon, Apr 29, 2013	10:00 AM	0	0			BeltLine Ralph McGill
Mon, Apr 29, 2013	11:00 AM	0	0			BeltLine Ralph McGill
Mon, Apr 29, 2013	12:00 PM	0	1			BeltLine Ralph McGill
Mon, Apr 29, 2013	01:00 PM	0	0			BeltLine Ralph McGill
Mon, Apr 29, 2013	02:00 PM	1	0			BeltLine Ralph McGill
Mon, Apr 29, 2013	03:00 PM	0	0			BeltLine Ralph McGill
Mon, Apr 29, 2013	04:00 PM	0	0			BeltLine Ralph McGill
Mon, Apr 29, 2013	05:00 PM	5	2			BeltLine Ralph McGill
Mon, Apr 29, 2013	06:00 PM	14	8			BeltLine Ralph McGill
Mon, Apr 29, 2013	07:00 PM	7	1			BeltLine Ralph McGill
Mon, Apr 29, 2013	08:00 PM	0	2			BeltLine Ralph McGill
Mon, Apr 29, 2013	09:00 PM	0	0			BeltLine Ralph McGill
Mon, Apr 29, 2013	10:00 PM	0	0			BeltLine Ralph McGill
Mon, Apr 29, 2013	11:00 PM	0	0			BeltLine Ralph McGill
Tue, Apr 30, 2013	12:00 AM	0	0			BeltLine Ralph McGill
Tue, Apr 30, 2013	01:00 AM	0	0			BeltLine Ralph McGill
Tue, Apr 30, 2013	02:00 AM	0	0			BeltLine Ralph McGill
Tue, Apr 30, 2013	03:00 AM	1	0			BeltLine Ralph McGill
Tue, Apr 30, 2013	04:00 AM	0	0			BeltLine Ralph McGill
Tue, Apr 30, 2013	05:00 AM	0	0			BeltLine Ralph McGill
Tue, Apr 30, 2013	06:00 AM	3	0			BeltLine Ralph McGill
Tue, Apr 30, 2013	07:00 AM	0	0			BeltLine Ralph McGill
Tue, Apr 30, 2013	08:00 AM	0	0			BeltLine Ralph McGill
Tue, Apr 30, 2013	09:00 AM	0	0			BeltLine Ralph McGill
Tue, Apr 30, 2013	10:00 AM	3	3			BeltLine Ralph McGill
Tue, Apr 30, 2013	11:00 AM	1	2			BeltLine Ralph McGill
Tue, Apr 30, 2013	12:00 PM	0	1			BeltLine Ralph McGill
Tue, Apr 30, 2013	01:00 PM	8	4			BeltLine Ralph McGill
Tue, Apr 30, 2013	02:00 PM	5	2			BeltLine Ralph McGill
Tue, Apr 30, 2013	03:00 PM	4	2			BeltLine Ralph McGill
Tue, Apr 30, 2013	04:00 PM	20	4			BeltLine Ralph McGill
Tue, Apr 30, 2013	05:00 PM	57	39			BeltLine Ralph McGill
Tue, Apr 30, 2013	06:00 PM	72	61			BeltLine Ralph McGill
Tue, Apr 30, 2013	07:00 PM	87	65			BeltLine Ralph McGill
Tue, Apr 30, 2013	08:00 PM	34	26			BeltLine Ralph McGill
Tue, Apr 30, 2013	09:00 PM	0	2			BeltLine Ralph McGill
Tue, Apr 30, 2013	10:00 PM	0	0			BeltLine Ralph McGill
Tue, Apr 30, 2013	11:00 PM	0	0			BeltLine Ralph McGill
Wed, May 1, 2013	12:00 AM	1	0			BeltLine Ralph McGill
Wed, May 1, 2013	01:00 AM	2	0			BeltLine Ralph McGill
Wed, May 1, 2013	02:00 AM	0	0			BeltLine Ralph McGill
Wed, May 1, 2013	03:00 AM	0	0			BeltLine Ralph McGill
Wed, May 1, 2013	04:00 AM	0	0			BeltLine Ralph McGill
Wed, May 1, 2013	05:00 AM	0	0			BeltLine Ralph McGill
Wed, May 1, 2013	06:00 AM	0	1			BeltLine Ralph McGill
Wed, May 1, 2013	07:00 AM	1	4			BeltLine Ralph McGill
Wed, May 1, 2013	08:00 AM	9	14			BeltLine Ralph McGill
Wed, May 1, 2013	09:00 AM	11	16			BeltLine Ralph McGill
Wed, May 1, 2013	10:00 AM	9	20			BeltLine Ralph McGill
Wed, May 1, 2013	11:00 AM	9	9			BeltLine Ralph McGill
Wed, May 1, 2013	12:00 PM	7	12			BeltLine Ralph McGill
Wed, May 1, 2013	01:00 PM	7	12			BeltLine Ralph McGill
Wed, May 1, 2013	02:00 PM	12	26			BeltLine Ralph McGill
Wed, May 1, 2013	03:00 PM	12	19			BeltLine Ralph McGill
Wed, May 1, 2013	04:00 PM	26	25			BeltLine Ralph McGill
Wed, May 1, 2013	05:00 PM	45	17			BeltLine Ralph McGill
Wed, May 1, 2013	06:00 PM	24	26			BeltLine Ralph McGill
Wed, May 1, 2013	07:00 PM	10	25			BeltLine Ralph McGill
Wed, May 1, 2013	08:00 PM	22	23			BeltLine Ralph McGill
Wed, May 1, 2013	09:00 PM	10	8			BeltLine Ralph McGill
Wed, May 1, 2013	10:00 PM	3	3			BeltLine Ralph McGill
Wed, May 1, 2013	11:00 PM	0	0			BeltLine Ralph McGill
